TIM_Id,Subject,Severity,Description,Initiation_Date
ProjectB - TIM - 2153,MP PBBL Test Procedure sbc_pbbl_initverify.prc: Procedure contains several steps for which there are no requirements.,3,"Note regarding the document to which this TIM is linked. While the review held on 07/12/05 was called a 'Test Case Review', it was actually a review of both the MP PBBL test procedures and MP PBBL Test Report. This notation is intended to minimize confusion that might arise from using 'System Test Results Analysis' as the WBS Task. IV&V was unable to determine what requirements are being tested by Steps 1.13, 1.14, 1.15, and 1.16. Are there requirements (recently added, maybe?) that are being tested by each of these steps? (It appears as if ProjectB (ProjectB) Project Main Processor Programmable Read-Only Memory (PROM) Based Boot Loader Specification (464-FSW-SPEC-0115) could have expanded requirement #1004, perhaps?) Or are they additional things that it occurred to the test developer that it would be important to test? If the latter, should the requirements also be updated?",8/2/2005
ProjectB - TIM - 2152,"Requirement CDHMP-303 and the use of ""SC"" subsystem allocation",4,"In the FSW Level 3 Requirements document, L3 requirement CDHMP-303 is allocated to the ""SC"" subsystem. IV&V assumes this to mean ""Stored Command"" since other level 3 Stored Command requirements are indicated as such with this abbreviation. However, it is unclear if CDHMP-303 actually applies to the Stored Command Level 4 requirements SRS document since Level 3 requirement CDHMP-303 is concerned with Fault Detection and Correction (FDC). Thus, ""SC"" in this case may mean ""Spacecraft"" and not ""Stored Command"". IV&V's issue is that a clearer distinction should be indicated in the use of ""SC"" for Spacecraft and Stored Command.",7/26/2005
ProjectB - TIM - 2151,"Requirement CDHMP-180 and the use of ""SC"" subsystem allocation",4,"In the FSW Level 3 Requirements document, L3 requirement CDHMP-180 is allocated to the ""SC"" subsystem. IV&V assumes this to mean ""Stored Command"" since other level 3 Stored Command requirements are indicated as such with this abbreviation. However, it is unclear if CDHMP-180 actually applies to the Stored Command Level 4 requirements SRS document since Level 3 requirement CDHMP-180 is concerned with instrument notification. Thus, ""SC"" in this case may mean ""Spacecraft"" and not ""Stored Command"". IV&V's issue is that a clearer distinction should be indicated in the use of ""SC"" for Spacecraft and Stored Command.",7/26/2005
ProjectB - TIM - 2150,"Requirement CDHMP-166 and the use of ""SC"" subsystem allocation",4,"In the FSW Level 3 Requirements document, L3 requirement CDHMP-166 is allocated to the ""SC"" subsystem. IV&V assumes this to mean ""Stored Command"" since other level 3 Stored Command requirements are indicated as such with this abbreviation. However, it is unclear if CDHMP-166 actually applies to the Stored Command Level 4 requirements SRS document since Level 3 requirement CDHMP-166 is concerned with thrusters. Thus, ""SC"" in this case may mean ""Spacecraft"" and not ""Stored Command"". IV&V's issue is that a clearer distinction should be indicated in the use of ""SC"" for Spacecraft and Stored Command.",7/26/2005
ProjectB - TIM - 2149,FSW Level 3 Requirement CDHMP-33 is not implemented in any requirements in the Stored Command SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-33 is allocated to the ""SC"" (Stored Command) FSW subsystems"". However, this Level 3 requirement's functionality is not implemented or cannot be traced to any child requirement in the SC SRS Document [464-FSW-SPEC-0062; 6/28/05 Revision].",7/26/2005
ProjectB - TIM - 2148,"Array Out-of-Bounds in pse_common.h, ttpkt.h, pct_task_main.c line 1000",2,"The array index of 'OM_SwitchRestoreFailures' may be outside the bounds. Array 'OM_SwitchRestoreFailures' of size 3 declared at ttpkt.h:106 may use index values 3..5 This can occur because on line 979 PSE_CardNumber = PSE_CardNumber - 1 and then is compared to PSE_ZERO_ALL_COUNTERS_FOR_FAILED_RESTORES on line 982. This will never be true because of the if statement on line 957. It appears that the if statement on line 982 is most likely supposed to be if( PSE_CardNumber+1 == PSEPSE_ZERO_ALL_COUNTERS_FOR_FAILED_RESTORES) which is similar to the statments on lines 811, and 903. pse_common.h: 34 #define PSE_NUMBER_OF_OMs 3 35 #define PSE_OM_NUMBER_OF_SERVICES 8 ttpkt.h: 106 uint8 OM_SwitchRestoreFailures[PSE_NUMBER_OF_OMs][PSE_OM_NUMBER_OF_SERVICES]; pct_task_main.c: 951 PSE_CardNumber = 952 (uint8) ( cmd->parameter[0] ); 953 954 PSE_ServiceNumber = 955 (uint8) ( cmd->parameter[1] ); 956 957 if ( ( PSE_CardNumber < 1 || PSE_CardNumber > PSE_NUMBER_OF_OMs ) && 958 ( PSE_CardNumber != PSE_ZERO_ALL_COUNTERS_FOR_FAILED_RESTORES ) ) { 959 960 eventf( PCT_TASK_ID, 961 ""XCT113Reset Failed Restore Attempts Cmd - Invalid Card Number: %d"", 962 PSE_CardNumber ); 963 964 CT_HkPkt.fast.InvalidCmdCounter++; 965 966 } else if ( PSE_ServiceNumber < 1 || 967 PSE_ServiceNumber > PSE_OM_NUMBER_OF_SERVICES ) { 968 969 eventf( PCT_TASK_ID, 970 ""XCT114Reset Failed Restore Attempts Cmd - Invalid Service Number: %d"", 971 PSE_ServiceNumber ); 972 973 CT_HkPkt.fast.InvalidCmdCounter++; 974 975 } else { 976 977 CT_HkPkt.fast.ValidCmdCounter++; 978 979 PSE_CardNumber = PSE_CardNumber - 1; /* Internal representation */ 980 PSE_ServiceNumber = PSE_ServiceNumber - 1; /* Internal representation */ 981 982 if ( PSE_CardNumber == PSE_ZERO_ALL_COUNTERS_FOR_FAILED_RESTORES ) { 983 984 /* Zero all bits */ 985 986 for ( i=0; i < PSE_NUMBER_OF_OMs; i++ ) { 987 988 for ( j=0; j < PSE_OM_NUMBER_OF_SERVICES; j++ ) { 989 990 PSE_TlmFastFreqPkt.OM_SwitchRestoreFailures[i][j] = 991 PSE_CLEAR; 992 993 } 994 } 995 996 } else { 997 998 /* Clear one counter */ 999 1000 PSE_TlmFastFreqPkt.OM_SwitchRestoreFailures[PSE_CardNumber][PSE_ServiceNumber] = 1001 PSE_CLEAR; 1002 1003 } 1004 1005 }",7/25/2005
ProjectB - TIM - 2147,Non-Initialized Data in quaternionTest.c line 540,4,'counter' is used uninitialized in this function. Variable 'counter' declared at line 527 is used uninitialized under conditions - i<=1 is true at line 532 and j<=1 is true at line 534 and k<=1 is true at line 536 and l<=1 is true at line 538 quaternionTest.c: 527 int counter; 528 double magnitude; 529 double difference; 530 double calculatedMagnitude; 531 532 for (i = -1; i <= 1; i += stepSize) 533 { 534 for (j = -1; j <= 1; j += stepSize) 535 { 536 for (k = -1; k <= 1; k += stepSize) 537 { 538 for (l = -1; l <= 1; l += stepSize) 539 { 540 counter++;,7/25/2005
ProjectB - TIM - 2146,Non-Initialized Data in quaternionTest.c line 444,4,'counter' is used uninitialized in this function. Variable 'counter' declared at line 431 is used uninitialized under conditions - i<=1 is true at line 436 and j<=1 is true at line 438 and k<=1 is true at line 440 and l<=1 is true at line 442 quaternionTest.c: 431 int counter; 432 Quaternion inputQuat; 433 Quaternion duplicateInputQuat; 434 Quaternion outputQuat; 435 436 for (i = -1; i <= 1; i += stepSize) 437 { 438 for (j = -1; j <= 1; j += stepSize) 439 { 440 for (k = -1; k <= 1; k += stepSize) 441 { 442 for (l = -1; l <= 1; l += stepSize) 443 { 444 counter++;,7/25/2005
ProjectB - TIM - 2145,Non-Initialized Data in mat3x3d_ut.c line 1169,4,"'Compare' might be used uninitialized in this function. Variable 'Compare' declared at line 1157 might be used uninitialized under conditions - Residual<0.0 is false at line 1159 and Residual>(1.0+Tolerance)||Residual<(1.0-Tolerance) is false at line 1163 mat3x3d_ut.c: 1153 int Matrix3d_ScalarCompare (double Scalar1, 1154 double Scalar2, 1155 double Tolerance) { 1156 double Residual; 1157 int Compare; 1158 Residual = Scalar1 / Scalar2; 1159 if (Residual < 0.0) { 1160 Compare = 0; 1161 } 1162 else { 1163 if(Residual > (1.0 + Tolerance) || 1164 Residual < (1.0 - Tolerance)) { 1165 Compare = 0; 1166 } 1167 } 1168 1169 return (Compare); 1170 1171 } /* End of Matrix3x3d_ScalarCompare */",7/25/2005
ProjectB - TIM - 2144,Possible use of an uninitialized variable in pciAutoConfig.c line 2208,2,"******* DUPLICATE of TIM-2128 ******* 'alignAdjust' might be used uninitialized in this function. Variable 'alignAdjust' declared at line 2193 might be used uninitialized under conditions - (base&sizeMask)>0 is false at line 2201 pciAutoConfig.c: 2176 /******************************************************************************* 2177 * 2178 * pciAutoAddrAlign - Align a PCI address and check boundary conditions. 2179 * 2180 * RETURNS: OK, or ERROR if available memory has been exceeded. 2181 * 2182 */ 2183 2184 STATUS pciAutoAddrAlign 2185 ( 2186 uint32 base, /* base of available memory */ 2187 uint32 limit, /* last addr of available memory */ 2188 uint32 reqSize, /* required size */ 2189 uint32 *pAlignedBase /* output: aligned address put here */ 2190 ) 2191 { 2192 uint32 sizeMask; 2193 uint32 alignAdjust; 2194 2195 /* make the size mask */ 2196 2197 sizeMask = reqSize - 1; 2198 2199 /* see if the address needs to be adjusted */ 2200 2201 if ((base & sizeMask) > 0) 2202 { 2203 alignAdjust = reqSize - (base & sizeMask); 2204 } 2205 2206 /* see if the aligned base exceeds the resource boundary */ 2207 2208 if ( ((base + alignAdjust) < base) || 2209 ((base + alignAdjust) > limit) ) 2210 { 2211 return ERROR; 2212 } 2213 2214 *pAlignedBase = base + alignAdjust; 2215 2216 /* see if the aligned base+size exceeds the resource boundary */ 2217 2218 if ( ((base + alignAdjust + reqSize) < base) || 2219 ((base + alignAdjust + reqSize) > limit) ) 2220 { 2221 return ERROR; 2222 } 2223 2224 return OK; 2225 }",7/25/2005
ProjectB - TIM - 2143,"Requirement CDHMP-136 has no subsystem allocation for ""HD"" (High-Speed Bus Director)",4,"In the High-Speed Director (HD) Requirements Specification document, Requirement 1313 refers to as being derived from FSW Level 3 Requirement CDHMP-136. However in the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Version 1.5; 3/30/05], CDHMP-136 is shown as being allocated only to the ""HS"" (Health & Safety) Subsystem. The subsystem allocation for Level 3 Requirement CDHMP-136 should be updated to include the ""HD"" (High-Speed Bus Director).",7/21/2005
ProjectB - TIM - 2142,FSW Level 3 Requirement CDHMP-130 is not implemented in any requirements in the HD SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-130 is allocated to ""All CDHMP FSW subsystems"". However, this requirement's functionality is not implemented or cannot be traced to any child requirement in the HD SRS Document [464-FSW-SPEC-0119].",7/21/2005
ProjectB - TIM - 2141,FSW Level 3 Requirement CDHMP-66 is not implemented in any requirements in the HD SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-66 is allocated to ""All CDHMP FSW subsystems"". However, this requirement's functionality is not implemented or cannot be traced to any child requirement in the HD SRS Document [464-FSW-SPEC-0119].",7/21/2005
ProjectB - TIM - 2140,FSW Level 3 Requirement CDHMP-60 is not implemented in any requirements in the HD SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-60 is allocated to ""All CDHMP FSW subsystems"". However, this requirement's functionality is not implemented or cannot be traced to any child requirement in the HD SRS Document [464-FSW-SPEC-0119].",7/21/2005
ProjectB - TIM - 2139,FSW Level 3 Requirement CDHMP-59 is not implemented in any requirements in the HD SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-59 is allocated to ""All CDHMP FSW subsystems"". However, this requirement's functionality is not implemented or cannot be traced to any child requirement in the HD SRS Document [464-FSW-SPEC-0119].",7/21/2005
ProjectB - TIM - 2138,FSW Level 3 Requirement CDHMP-52 is not implemented in any requirements in the HD SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-52 is allocated to ""All CDHMP FSW subsystems"". However, this requirement's functionality is not implemented or cannot be traced to any child requirement in the HD SRS Document [464-FSW-SPEC-0119].",7/21/2005
ProjectB - TIM - 2137,FSW Level 3 Requirement CDHMP-24 is not implemented in any requirements in the HD SRS Level 4 document,3,"In the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Baselined Version 1.5], Requirement CDHMP-24 is allocated to ""All CDHMP FSW subsystems"". However, this requirement's functionality is not implemented or cannot be traced to any child requirement in the HD SRS Document [464-FSW-SPEC-0119].",7/21/2005
ProjectB - TIM - 2136,"No subsystem allocation in document for ""HD"" (High-Speed Bus Director)",4,"In regard to the HD SRS Document (464-FSW-SPEC-0119), in the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Version 1.5; Baselined], there is no subsystem allocation for ""HD"" (High-Speed Bus Director). This makes it difficult to identify which Level 3 requirements are / should be allocated to the HD SRS Document. IV&V suggests adding a ""HD"" subsystem allocation to the Level 3 FSW Requirements Document.",7/21/2005
ProjectB - TIM - 2135,"Multiple requirements in HD SRS reference Level 3 requirement CDHMP-182 as their parent requirement, but CDHMP-182 does not exist",3,"Multiple Requirements in HD SRS document refer to Level 3 Requirement CDHMP-182 as their parent requirement. However, CDHMP-182 does not exist in the Level 3 FSW Requirements Document [464-FSW-REQ-0056; Revision 1.5; 3/30/05]. It is IV&V's understanding that there is a CCR which proposes CDHMP-182. However, the requirement has not been formally placed into the document and released. So this issue is being written as a placeholder to ensure that the missing parent CDHMP-182 is implemented in the Level 3 document. IV&V will closed this issue once it has been verified that CDHMP-182 has been included in the release of a new Level 3 FSW Requirements document [464-FSW-REQ-0056]. List of affected HD SRS Requirements: 1205 1206 1207 1208 2001 2002 2004 2005 2006 2007 2101 2102 2202 2203 2204 2205 2206 2207 2208 2209 2210 2211 3001 3002",7/21/2005
ProjectB - TIM - 2134,MP PBBL - Incorrect comment in pbblCCSDS.c,5,"Function: CCSDS_SetTimestamp() ""The CCSDS_SetTimestamp( ) function ends with comment /* END CCSDS_WriteTime() */ """,7/19/2005
ProjectB - TIM - 2133,MP PBBL - incorrect comments in Systart.s in the ram-init and prom-load directories,5,"The following are incorrect comments in Systart.s in the directory \tools\ram-init and \tools\prom-load. The files appear to be the same, but in different directories, and it is IV&V's understanding that these directories support utility programs for initialization and testing of the software. Line 2: Incorrect Comment: ** File: sysInit.s Description: ""sysStart.s has an incorrect file name reference in its file prologue."" Line 40: Incorrect Comment: * jumps to the C routine romStart() in bootInit.c Description: ""sysStart() function has an incorrect function description comment in the function's prologue."" Line 36: Incorrect Comment: * sysInit - start after boot Description: ""sysStart() function has an incorrect function name in the function's prologue."" Line 52: Incorrect Comment: * void sysInit (void) Description: ""sysStart() function has an incorrect function prototype comment in the function's prologue.""",7/19/2005
ProjectB - TIM - 2132,MP PBBL - incorrect ending comments on several header files in the build,5,File: pbbl1553.h Comment: /* Inclusion of ppbl1553h */ File: pbblCCSDS.h Comment: #endif /* _ccsds_ */ File: pbblCmd.h Comment: /* Inclusion of ppblCmdh */ File: pbblLog.h Comment: /* Inclusion of ppblLogh */ File: pbblMemMap.h Comment: /* Inclusion of ppblMemMaph */ File: pbblTelem.h Comment: /* Inclusion of ppblTelemh */,7/19/2005
ProjectB - TIM - 2131,MP PBBL - pbblRegs.h - incorrect header definition and ending comment,4,"""#ifndef _INCppciRegsh #define _INCppciRegsh #endif /* _INCppciRegsh */ """,7/19/2005
ProjectB - TIM - 2130,MP PBBL - hardware.h #endif is not at end of file,4,"""#endif is defined before the end of file and before list of prototypes. Prototypes could be multiply defined.""",7/19/2005
ProjectB - TIM - 2129,MP PBBL - Macro Clash - EEPROM_FSW_START_ADDRESS defined with different values,3,"In the files ""mp_pbbl\tools\prom-load\load.c mp_pbbl\tools\ram-init\ram-init.c"" ""Defined in load.c: #define EEPROM_FSW_START_ADDRESS 0x03400000 Defined in ram-init.c: #define EEPROM_FSW_START_ADDRESS 0x034000""",7/19/2005
ProjectB - TIM - 2128,MP PBBL - pciAutoConfig.c - Variable used before initialized,2,"The variable alignAdjust may be used before it is initialized. The function is pciAutoAddrAlign () - Lines 2193, 2201, 2208-2219 2193 uint32 alignAdjust; 2194 2195 /* make the size mask */ 2196 2197 sizeMask = reqSize - 1; 2198 2199 /* see if the address needs to be adjusted */ 2200 2201 if ((base & sizeMask) > 0) 2202 { 2203 alignAdjust = reqSize - (base & sizeMask); 2204 } 2205 2206 /* see if the aligned base exceeds the resource boundary */ 2207 2208 if ( ((base + alignAdjust) < base) || 2209 ((base + alignAdjust) > limit) ) 2210 { 2211 return ERROR; 2212 } 2213 2214 *pAlignedBase = base + alignAdjust; 2215 2216 /* see if the aligned base+size exceeds the resource boundary */ 2217 2218 if ( ((base + alignAdjust + reqSize) < base) || 2219 ((base + alignAdjust + reqSize) > limit) )",7/19/2005
ProjectB - TIM - 2127,SDN PBBL - Unused structure members defined in sdnpbbl.h,4,There are a number of unused structure members in the file sdnpbbl.h. A complete list is as follows (starting with line number): 129 PBBL_RangeCmd_t::StreamId 140 PBBL_JumpCmd_t::StreamId 150 PBBL_LoadCmd_t::StreamId 121 PBBL_BasicCmd_t::Sequence 131 PBBL_RangeCmd_t::Sequence 141 PBBL_JumpCmd_t::Sequence 151 PBBL_LoadCmd_t::Sequence 121 PBBL_BasicCmd_t::Length 131 PBBL_RangeCmd_t::Length 141 PBBL_JumpCmd_t::Length 151 PBBL_LoadCmd_t::Length 132 PBBL_RangeCmd_t::Secondary 132 PBBL_JumpCmd_t::Secondary 153 PBBL_LoadCmd_t::Secondary 154 PBBL_LoadCmd_t::MemType,6/22/2005
ProjectB - TIM - 2126,SDN PBBL - Missing error message to ground in function PBBL_KnowThyself,4,"The function PBBL_KnowThyself has the following clear purpose: ** Purpose: ** This function determines the RT address of the SDN, from the DDC 61582, and then determines ** which APIDs should be used for that SDN from a table. Note that these values are not set if the RT ** Address doesn't match anything in the table -- if that is the case there is not much that can be done ** */ IV&V would like the function to send an error message to the ground, to communicate that there is something wrong with the RT addresses.",6/20/2005
ProjectB - TIM - 2125,SDN PBBL - Unused #defines in sdnpbbl.h,4,There are a number of unused #defines in the file sdnpbbl.h. A complete list is as follows (starting with line number): 42 #define PBBL_MemWrite8 196 #define DDC_REG_RT_STATUS 200 #define DDC_MEM_CMD_STACK_PTR DDC_MEM_TO_CF(0x0100) /* PTR to the NEXT command block to be written */ 205 #define DDC_MEM_BUSY_LOOKUP 206 #define DDC_MEM_BCST_ACTIVE 207 #define DDC_MEM_BCST_MC_LO 208 #define DDC_MEM_BCST_MC_HI 209 #define DDC_MEM_RCV_ACTIVE 210 #define DDC_MEM_XMIT_ACTIVE 227 #define DDC_REG_INT_MASK_VAL 279 #define SDN_MET_SW_HIGH32_REG 284 #define SDN_WATCHDOG_STATUS_REG 289 #define SDN_RESET_CAUSE_REGISTER 290 #define SDN_RESET_CAUSE_POWERON_MASK 291 #define SDN_RESET_CAUSE_RSTO_MASK 293 #define SDN_RESET_CAUSE_ASD_MASK 294 #define SDN_RESET_CAUSE_SW_MASK 295 #define SDN_RESET_CAUSE_HCPCI_MASK,6/20/2005
ProjectB - TIM - 2124,Traceability for requirement 5326.1 is incomplete,4,"ProjectB Project GCE FSW Requirements Document [464-FSW-SPEC-0054]; Draft 2; 5/5/05 The traceability for Requirement 5326.1 is incomplete. In the document, there is no indicated traceability for the requirement in the traceability column - neither a Level 3 FSW Requirement parent nor if the requirement is derived. IV&V suspects that Level 3 FSW Requirement SDN-11 is the parent. This issue concerns the completeness and traceability of Requirement 5326.1.",6/15/2005
ProjectB - TIM - 2123,Traceability for requirement 5021 indicates that it is derived however Level 3 Requirements SDN-3 and/or SDN-5 seem more applicable,4,"ProjectB Project GCE FSW Requirements Document [464-FSW-SPEC-0054]; Draft 2; 5/5/05 In the FSW Requirements Document the traceability shown for Requirement 5021 is ""Derived"". IV&V believes that a more applicable and complete trace would be FSW Level 3 Requirement(s) SDN-3 and/or SDN-5. This issue concerns the completeness and traceability of Requirement 5021.",6/15/2005
ProjectB - TIM - 2122,Inst1/Inst3: SUR_007650 contains an invalid reference for the source requirement,4,"Start-Up ROM (SUROM) Software Requirements Specification Draft A June 18, 2004 2H00363 Page 21, Section 4.1.3.25, Paragraph 4.1.3.25 The reference for SUR_007650 should be “1553_ICD_3.1.3.3” not “1153_ICD_3.1.3.3” IV&V suggests updating the SUROM SRS to indicate the proper source.",6/6/2005
ProjectB - TIM - 2121,Incorrect function description comment in function prologue,5,"In file pbblMemMap.c, the function, PBBL_MemSet, has an incorrect function description comment in its function prologue.",6/6/2005
ProjectB - TIM - 2120,Incorrect header file name definitions in PROM Based Boot Loader (PBBL) header files,4,"The PROM Based Boot Loader (PBBL) header files (pbbl.h, pbblRegs.h, pbblMemMap.h, pbblUart.h, pbblLog.h, pbblTime.h, pbblBMC.h, pbbl1553.h, pbblCCSDS.h, pbblCCSDSCmd.h, pbblCmd.h, and pbblTelem.h) all have an incorrect header file name definition at the beginning of the header file and an incorrect header file comment at the end of the header file.",6/6/2005
ProjectB - TIM - 2119,PBBL - Function is defined but is not used,4,File - pbbl1553Service.c Function - PBBL_1553_Update_Active_SComm Line 148 The above named function only performs a noop and returns. It is not called by another function in the codebase and it is not advertised in the corresponding header file.,6/3/2005
ProjectB - TIM - 2118,MP PBBL - error handling variables are defined but not used - point to missing error handling requirements,3,"IV&V found several instances of variables used as error counters that were initialized to zero but never incremented or used. Examples: File - pbbl1553Init.c Function - PBBL_1553_Init_Summit_Shared_Ram Line 70 Variable - Errorcnt File - pbbl1553Init.c Function - PBBL_1553_Init_Bus_Schedule line 262 Variable - Errorcnt File - pbbl1553Service.c Function - PBBL_1553_Read_Command_Packets_From_Summit Line 231 Variable - NumErr File - pbbl1553Service.c Function - PBBL_1553_Write_Telem_Packets_To_Summit Line 246 Variable - NumErr During code walkthrough, it was noted that requirements needed to be written for error handling. This TIM is a placeholder to ensure that it happens",6/3/2005
ProjectB - TIM - 2117,PBBL - typedef not defined according to coding standards,4,In the pbbl1553.h - the typedef for PBBL_Summit32 is missing the _t suffix. This is a violation of branch 582 coding standards. Line 128.,6/3/2005
ProjectB - TIM - 2116,PBBL - #defines should be placed in header file,4,"File name pbblBMC.c Line 94 - #define PBBL_BMC_BCRT_REG_SPECIFIES_BC 1, Line 95 - #define PBBL_BMC_BCRT_BIT_MASK 0x00000001 are in the middle of this file. They should be placed in the header file (pbblBMC.H) as they need to be visible externally.",6/3/2005
ProjectB - TIM - 2115,PBBL - Incorrect comment for end of function,5,In the file PBBL_log.c - the end of function comment is incorrect - it is as follows /*end of PBBL_Post_Log_Word should be /*end of PBBL_Post_Log_Write,6/3/2005
ProjectB - TIM - 2114,PBBL - incorrect spelling for an array index comment,5,In the file pbblLog.c Line 31 The comment /*Researved - should be /*Reserved,6/3/2005
ProjectB - TIM - 2113,PBBL - Incorrect name for the main function in PBBL,4,In the file pbblMain.c Line 49 The main function name for the PBBL codebase should be named pbbl_main instead of just pbbl. The ProjectB team has been following this standard.,6/3/2005
ProjectB - TIM - 2112,Requirement 4431.5 - Level 3 Parent Requirement ACE-31 does not seem to correlate with child requirement 4431.5,3,"Attitude Control Electronics Flight Software Requirements Specification; 464-FSW-SPEC-0049; Draft 3; 05/06/05; Baselined ACE Requirement 4431.5 in the above mentioned Level 4 document, has listed as it's parent requirement: ProjectB FSW Level 3, Requirement ACE-31. It is unclear to IV&V how requirement ACE-31 from the the Level 3 requirement document is the parent requirement for Level 4 Requirement 4431.5, since there seems to be no correlation between the two. ACE 4431.5 (child req.) states: ""If executing an RW override command when a new valid RW override is received, the ACE FSW shall a. terminate execution of the currently executing command b. execute the newly received RW override command"" FSW Level 3 ACE-31 (parent req.) states: ""The ACE SDN software shall provide open loop torque commands to the reaction wheels."" IV&V does not believe that this is the correct parent requirement. Based on a review of the parent requirement document; 464-FSW-SPEC-0056, IV&V believes that ACE-32 seems a more befitting parent requirement. ACE-32 states: ""All override actuators commands shall take priority over control modes calculated actuator commands."" IV&V suggests re-specifying a more befitting parent or examining this issue in order provide clarification.",5/31/2005
ProjectB - TIM - 2111,Requirement 4431.4 - Level 3 Parent Requirement ACE-31 does not seem to correlate with child requirement 4431.4,3,"Attitude Control Electronics Flight Software Requirements Specification; 464-FSW-SPEC-0049; Draft 3; 05/06/05; Baselined ACE Requirement 4431.4 in the above mentioned Level 4 document, has listed as it's parent requirement: ProjectB FSW Level 3, Requirement ACE-31. It is unclear to IV&V how requirement ACE-31 from the the Level 3 requirement document is the parent requirement for Level 4 Requirement 4431.4, since there seems to be no correlation between the two. ACE 4431.4 (child req.) states: ""If executing an RW override command, the ACE FSW shall ignore RW torque commands generated by the ACE FSW."" FSW Level 3 ACE-31 (parent req.) states: ""The ACE SDN software shall provide open loop torque commands to the reaction wheels."" IV&V does not believe that this is the correct parent requirement. Based on a review of the parent requirement document; 464-FSW-SPEC-0056, IV&V believes that ACE-32 seems a more befitting parent requirement. ACE-32 states: ""All override actuators commands shall take priority over control modes calculated actuator commands."" IV&V suggests re-specifying a more befitting parent or examining this issue in order provide clarification.",5/31/2005
ProjectB - TIM - 2110,Requirement 4431.3 - Level 3 Parent Requirement ACE-31 does not seem to correlate with child requirement 4431.3,3,"Attitude Control Electronics Flight Software Requirements Specification; 464-FSW-SPEC-0049; Draft 3; 05/06/05; Baselined ACE Requirement 4431.3 in the above mentioned Level 4 document, has listed as it's parent requirement: ProjectB FSW Level 3, Requirement ACE-31. It is unclear to IV&V how requirement ACE-31 from the the Level 3 requirement document is the parent requirement for Level 4 Requirement 4431.3, since there seems to be no correlation between the two. ACE 4431.3 (child req.) states: ""If executing an RW override command, the ACE FSW shall ignore RW torque commands generated by the ACE Safehold control law."" FSW Level 3 ACE-31 (parent req.) states: ""The ACE SDN software shall provide open loop torque commands to the reaction wheels."" IV&V does not believe that this is the correct parent requirement. Based on a review of the parent requirement document; 464-FSW-SPEC-0056, IV&V believes that ACE-32 seems a more befitting parent requirement. ACE-32 states: ""All override actuators commands shall take priority over control modes calculated actuator commands."" IV&V suggests re-specifying a more befitting parent or examining this issue in order provide clarification.",5/31/2005
ProjectB - TIM - 2109,Requirement 4430.2 - Level 3 Parent Requirement ACE-1 does not seem to correlate with child requirement 4430.2,3,"Attitude Control Electronics Flight Software Requirements Specification; 464-FSW-SPEC-0049; Draft 3; 05/06/05; Baselined ACE Requirement 4430.2 in the above mentioned Level 4 document, has listed as it's parent requirement: ProjectB FSW Level 3, Requirement ACE-1. It is unclear to IV&V how requirement ACE-1 from the the Level 3 requirement document is the parent requirement for Level 4 Requirement 4430.2, since there seems to be no correlation between the two. ACE 4430.2 (child req.) states: ""If the 'RW command suppression' timer has not yet expired, the ACE FSW shall not send RW commands.."" FSW Level 3 ACE-1 (parent req.) states: ""The ACE SDN software shall arbitrate, independent of the 1553, which ACE is commanding the actuators."" IV&V does not believe that this is the correct parent requirement. Based on a review of the parent requirement document; 464-FSW-SPEC-0056, IV&V was unable to identify a more appropriate parent requirement. IV&V suggests re-specifying a more befitting parent or examining this issue in order to provide clarification.",5/31/2005
ProjectB - TIM - 2108,Requirement 4430.1 - Level 3 Parent Requirement ACE-1 does not seem to correlate with child requirement 4430.1,3,"Attitude Control Electronics Flight Software Requirements Specification; 464-FSW-SPEC-0049; Draft 3; 05/06/05; Baselined ACE Requirement 4430.1 in the above mentioned Level 4 document, has listed as it's parent requirement: ProjectB FSW Level 3, Requirement ACE-1. It is unclear to IV&V how requirement ACE-1 from the the Level 3 requirement document is the parent requirement for Level 4 Requirement 4430.1, since there seems to be no correlation between the two. ACE 4430.1 (child req.) states: ""If the ACE FSW is not in control, the ACE FSW shall not send RW commands under any circumstances."" FSW Level 3 ACE-1 (parent req.) states: ""The ACE SDN software shall arbitrate, independent of the 1553, which ACE is commanding the actuators."" IV&V does not believe that this is the correct parent requirement. Based on a review of the parent requirement document; 464-FSW-SPEC-0056, IV&V was unable to identify a more appropriate parent requirement. IV&V suggests re-specifying a more befitting parent or examining this issue in order to provide clarification.",5/31/2005
